district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
三重區,房地(土地+建物),新北市三重區自強路一段８５號八樓之一,2.71,住,,,1110212,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841129,28.15,1,0,1,有,有,4180000,148490,,0,0,,RPUPMLNLKHHGFGF68EA,18.27,0,0,有
汐止區,土地,鄉長厝段鄉長厝小段20-5地號,36,,山坡地保育區,林業用地,1110221,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,102900,2858,,0,0,地清或未辦繼承標售；,RPVNMLOLKHHGFDF38EA,0,0,0,無
樹林區,房地(土地+建物),新北市樹林區太順街９６巷２５號,27.56,住,,,1110215,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751015,87.58,3,2,2,有,無,9250000,105618,,0,0,其他增建；,RPXOMLNLKHHGFIF98DA,76.64,10.94,0,無
中和區,房地(土地+建物)+車位,新北市中和區中原街１４６號十六樓,49,住,,,1110206,土地1建物1車位2,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1051102,294.33,3,2,2,有,有,39800000,155438,坡道平面,69.16,4800000,含裝潢費；含傢俱設備費；,RPQQMLTJKHHGFHF78DA,130.65,0,17.31,有
三重區,土地,集美段835-1地號,0.08,都市：其他:道路用地,,,1110213,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,12325,0,,0,0,道路用地出售價格為公告現值100%包含公共設施保留地用地；,RPROMLNLKHHGFGF18DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區臺新街１９號二樓,10.29,住,,,1110201,土地3建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880717,54.81,2,2,1,有,有,9900000,180624,,0,0,夾層；,RPUQMLNLKHHGFHF78DA,36.99,0,4.87,有
中和區,車位,新北市中和區中正路３３８號三樓等,2.59,住,,,1110211,土地1建物1車位1,,,其他,,,,36.91,0,0,0,有,有,2080000,,坡道平面,36.91,2080000,僅車位交易；,RPUPMLRKKHHGFHF98DA,0,0,0,有
鶯歌區,土地,南靖段353地號,1050.19,,鄉村區,乙種建築用地,1110217,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,38000000,36184,,0,0,,RPWQMLOLKHHGFIF56DA,0,0,0,無
鶯歌區,土地,南靖段356地號,230.1,,一般農業區,農牧用地,1110217,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,2000000,8692,,0,0,,RPPRMLOLKHHGFIF58DA,0,0,0,無
鶯歌區,土地,國際段1600地號,1154.25,,山坡地保育區,農牧用地,1110221,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,12346650,10697,,0,0,1599-6地號1536800元1600地號10809850元地清或未辦繼承標售；,RPVNMLNLKHHGFIF68DA,0,0,0,無
土城區,土地,南天母段831地號,1478.7,,山坡地保育區,林業用地,1110214,土地36建物0車位0,,,其他,,,,0,0,0,0,無,無,3800000,2570,,0,0,,RPOOMLOLKHHGFAF47EA,0,0,0,無
新莊區,車位,新北市新莊區福營路３２６號地下一層,4.58,工,,,1110212,土地3建物1車位1,地下一層,十層,其他,一般廠房附屬停車空間,鋼筋混凝土造,830526,30.81,0,0,0,有,有,1100000,,坡道平面,26.53,1100000,僅車位交易；,RPSPMLNLKHHGFBF97EA,0,0,0,有
新莊區,車位,新北市新莊區福營路３２６號地下一層,4.58,工,,,1110215,土地3建物1車位1,地下一層,十層,其他,一般廠房附屬停車空間,鋼筋混凝土造,830526,30.81,0,0,0,有,有,1250000,,坡道平面,26.53,1250000,僅車位交易；,RPTPMLNLKHHGFBF08EA,0,0,0,有
坪林區,土地,大粗坑段大粗坑小段235地號,752.8,都市：其他:保安保護區,,,1110223,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,710000,943,,0,0,地清或未辦繼承標售；,RPQNMLLJLHHGFCF37EA,0,0,0,無
淡水區,房地(土地+建物)+車位,新北市淡水區中正路二段４２號十三樓,10.48,商,,,1110217,土地2建物1車位1,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061026,144.53,2,1,1,有,有,16000000,115408,坡道機械,13.69,900000,,RPSRMLOLKHHGFEF58EA,58.28,0,26.91,有
中和區,車位,新北市中和區中正路８３９巷１０號地下二層,1.47,住,,,1110211,土地1建物1車位1,地下層,八層,其他,自用儲藏室,鋼筋混凝土造,821016,47.95,0,0,0,有,有,2000000,,坡道平面,47.94,2000000,僅車位交易；,RPVNMLOLKHHGFHF78EA,0,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區中正路２７７之７號二樓,22.62,住,,,1110212,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1000322,167.37,3,2,2,有,有,19200000,114716,其他,18.51,0,,RPQNMLPLKHHGFHF38EA,82.54,7.36,8.86,有
五股區,房地(土地+建物)+車位,新北市五股區芳洲一路７２號十五樓,20.66,住,,,1110217,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,113.97,2,2,1,有,有,12300000,120145,坡道平面,28.24,2000000,,RPPSMLMLKHHGFBF77DA,53.14,0,3.32,有
五股區,房地(土地+建物)+車位,新北市五股區芳洲一路６２號十二樓,32.15,住,,,1110209,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,189.9,3,2,2,有,有,19300000,114675,坡道平面,56.48,4000000,,RPRSMLMLKHHGFBF97DA,79.79,0,8.06,有
五股區,房地(土地+建物)+車位,新北市五股區芳洲一路４２號十三樓,35.05,住,,,1110216,土地1建物1車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,205.51,3,2,2,有,有,21500000,111773,坡道平面,31.05,2000000,,RPXNMLMLKHHGFBF08DA,104.44,5.2,8.45,有
淡水區,房地(土地+建物),新北市淡水區中山北路一段２５９號十樓之５,2.6,都市：其他:住宅區,,,1110222,土地2建物1車位0,十層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,880811,41.6,1,1,1,有,有,2000000,48077,,0,0,,RPVPMLMLKHHGFEF38DA,28.91,0,3.87,有
石門區,土地,頭圍段八甲小段227-3地號,115.89,,一般農業區,農牧用地,1110211,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,150000,1294,,0,0,,RPXOMLLKKHHGFEF28DA,0,0,0,無
淡水區,房地(土地+建物),新北市淡水區中正路二段４２之１號三樓,7.78,商,,,1110214,土地2建物1車位0,三層,二十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1061026,98.84,1,2,1,有,有,12200000,123432,,0,0,,RPOSMLPKKHHGFEF18DA,46.92,2.31,15.13,有
汐止區,車位,新北市汐止區康寧街７５１巷１３號地下１３層,4.11,都市：其他:風景區,,,1110209,土地2建物1車位1,地下十三層,二十五層,其他,停車場,鋼筋混凝土造,850718,36.81,0,0,0,有,有,1000000,,坡道平面,36.8,1000000,僅車位交易；,RPSOMLNLKHHGFDF97DA,0,0,0,有
金山區,房地(土地+建物),新北市金山區山城路９０巷１２號６樓,18.83,,山坡地保育區,丙種建築用地,1110219,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860521,40.68,1,1,1,有,有,1600000,39331,,0,0,,RPRPMLMLKHHGFDF87DA,26.82,0,3.99,有
新店區,房地(土地+建物),新北市新店區花園十路二段７－１０１號,28.11,住,,,1110210,土地5建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701231,124.76,3,2,2,有,有,7000000,56108,,0,0,,RPPNMLPLKHHGFCF67DA,98.84,12.06,0,有
新莊區,房地(土地+建物)+車位,新北市新莊區長青街３７巷２２弄５號四樓,18.04,住,,,1110211,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980505,160.92,2,2,2,有,有,19500000,132706,坡道平面,29.05,2000000,,RPROMLPLKHHGFBF87DA,79.99,3.89,8.42,有
新莊區,房地(土地+建物),新北市新莊區民安路３５９號三樓,17.51,工,,,1110209,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,890210,78.84,3,0,2,有,無,5000000,63420,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLPLKHHGFBF38DA,52.83,0,2.05,無
新店區,土地,直潭段塗潭小段30地號,408.5,都市：其他:甲種風景區,,,1110218,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2500000,6120,,0,0,,RPRNMLSKKHHGFCF08DA,0,0,0,無
汐止區,車位,新北市汐止區南興路８９號等,0.1,住,,,1110216,土地1建物1車位1,,,其他,,,,18.17,0,0,0,有,有,660000,,坡道機械,18.17,660000,僅車位交易；,RPPPMLOLKHHGFDF87DA,0,0,0,有
貢寮區,土地,田寮洋段荖蘭小段7地號,30,都市：其他:景觀保護區,,,1110221,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,50187,1673,,0,0,地清或未辦繼承標售；,RPPNMLPLKHHGFFF97DA,0,0,0,無
淡水區,房地(土地+建物),新北市淡水區中正東路二段８３號二十四樓之２,2.53,住,,,1110212,土地5建物1車位0,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,920922,52.36,1,1,1,有,有,5900000,112681,,0,0,,RPQQMLOLKHHGFEF18DA,32.37,0,6.75,有
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段１４８巷５５號九樓,29.04,住,,,1110211,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,138.52,3,2,2,有,有,8400000,64971,坡道平面,29.24,1300000,其他增建；,RPXOMLOLKHHGFEF68DA,66.59,4.74,5.82,有
八里區,房地(土地+建物)+車位,新北市八里區義民街３７號六樓,28.17,住,,,1110207,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090818,137.58,3,2,2,有,有,10120000,82018,坡道平面,34.31,1650000,,RPPNMLQLKHHGFEF97DA,62.11,0,7.09,有
五股區,房地(土地+建物)+車位,新北市五股區芳洲一路６６號十五樓,20.66,住,,,1110215,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,113.97,2,2,1,有,有,11930000,115829,坡道平面,28.24,2000000,,RPSSMLMLKHHGFBF08DA,53.14,0,3.32,有
五股區,房地(土地+建物)+車位,新北市五股區芳洲一路８０號十二樓,20.66,住,,,1110215,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,114.05,2,2,1,有,有,12050000,117119,坡道平面,28.24,2000000,,RPTSMLMLKHHGFBF18DA,53.14,0,3.32,有
新莊區,房地(土地+建物)+車位,新北市新莊區中華路一段６３巷２２號三樓,25.66,住,,,1110215,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780626,174.19,4,2,2,有,有,13500000,77502,坡道平面,0,0,,RPPRMLPKKHHGFBF87DA,140.42,0,17.42,有
泰山區,土地,泰山段三小段103-3地號,156,都市：其他:道路用地,,,1110209,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5400000,34615,,0,0,除買賣價外買方尚需負擔增值稅親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPXPMLTJKHHGFBF78DA,0,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段３６０號二十五樓之１８,3.19,住,,,1110207,土地1建物1車位1,二十五層,四十層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,990715,79.21,0,0,0,無,有,11000000,138871,坡道平面,33.7,0,,RPSNMLOLKHHGFAF67DA,25.47,0,4.44,有
土城區,房地(土地+建物),新北市土城區青雲路４５１巷１０號,30.1,住,,,1110212,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,730330,102.54,3,2,2,有,無,13000000,126780,,0,0,後面及側面有增建,RPRPMLPLKHHGFAF87DA,89,13.54,0,無
中和區,房地(土地+建物),新北市中和區中正路５２７號二樓,4.03,住,,,1110214,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960116,31.44,0,0,0,無,有,4300000,136768,,0,0,陽台外推；,RPPNMLPLKHHGFHF28EA,14.89,0,7.67,有
永和區,房地(土地+建物),新北市永和區福和路３１１號三樓,12.91,商,,,1110210,土地3建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751231,114.02,2,2,2,有,無,18750000,164445,,0,0,陽台外推；,RPROMLPLKHHGFHF58EA,111.62,0,2.4,有
三重區,土地,忠孝段264-1地號,3.52,都市：其他:道路用地,,,1110217,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,500000,142045,,0,0,包含公共設施保留地用地；,RPSOMLPLKHHGFGF58EA,0,0,0,無
新莊區,房地(土地+建物)+車位,新北市新莊區福壽街３４５號十一樓,21.89,住,,,1110210,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080828,174.05,3,2,2,有,有,19300000,110888,升降平面,20.64,0,,RPPNMLLJLHHGFBF17EA,77.02,5.4,7.69,有
三重區,房地(土地+建物)+車位,新北市三重區疏洪東路一段３８號十五樓之一,14.97,住,,,1110215,土地1建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100907,130.19,3,2,1,有,有,19800000,191742,坡道平面,38.4,2200000,含土地增值稅或其他稅費456440元；,RPOPMLMLKHHGFGF87DA,50.14,6.27,2.72,有
三重區,房地(土地+建物),新北市三重區六張街１２６巷２３弄３３號四樓,33.76,住,,,1110209,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681102,126,5,0,6,有,無,10000000,79365,,0,0,陽台外推；,RPQPMLOLKHHGFGF28DA,126,0,0,無
中和區,土地,景福段274地號,62.5,都市：其他:道路用地,,,1110224,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5850000,93600,,0,0,包含公共設施保留地用地；,RPQQMLPLKHHGFHF58DA,0,0,0,無
永和區,房地(土地+建物),新北市永和區民族街４９巷８號,11.08,住,,,1110210,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,600801,26.59,3,1,1,有,無,3000000,112824,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLPLKHHGFHF68DA,26.59,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷５９號四樓,14.65,工,,,1110212,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,1060118,133.95,2,2,1,有,有,14300000,106756,坡道平面,33.57,0,,RPSPMLMJLHHGFHF28DA,62.51,0,0,有
鶯歌區,房地(土地+建物),新北市鶯歌區鶯桃路２７號,110.07,住,,,1110216,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,,207.96,0,0,0,無,無,23500000,113003,,0,0,其他增建；,RPQNMLRKKHHGFIF48DA,207.96,0,0,無
樹林區,房地(土地+建物),新北市樹林區柑園街二段１４９巷１５號二樓,36.65,,一般農業區,甲種建築用地,1110222,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841120,125.88,3,2,2,有,有,5000000,39720,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUQMLMLKHHGFIF78DA,104.6,0,11.61,有
板橋區,房地(土地+建物),新北市板橋區互助街７號十一樓,9.36,住,,,1110218,土地1建物1車位0,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070606,87.12,2,1,1,有,有,17600000,202020,,0,0,格局為2+1房,RPTNMLNLKHHGFAF77EA,50.07,4.4,3.96,有
新莊區,房地(土地+建物)+車位,新北市新莊區昌平街６３號十六樓,13.13,住,,,1110214,土地1建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840713,103.07,2,1,1,有,有,9500000,92170,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTSMLMJLHHGFBF18EA,41.66,1.53,3.99,有
泰山區,房地(土地+建物),新北市泰山區辭修路３６巷７弄１號五樓,29.25,住,,,1110211,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720825,99.18,3,2,1,有,無,7800000,78645,,0,0,,RPROMLMJLHHGFBF57EA,84.18,0,15,無
新店區,土地,安城段496-2地號,44.48,都市：其他:保護區,,,1110207,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,688995,15490,,0,0,政府機關標讓售；,RPVNMLLJLHHGFCF87EA,0,0,0,無
新店區,房地(土地+建物)+車位,新北市新店區安德街１２號四樓,24.24,住,,,1110214,土地1建物1車位2,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1050608,186.42,3,2,2,有,有,19640000,124054,坡道平面,59.54,3900000,,RPTOMLLJLHHGFCF77EA,77.81,3.05,9.02,有
新店區,房地(土地+建物),新北市新店區裕合街３５５號,85.82,都市：其他:已開發建築密集地區,,,1110218,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,701203,110.08,4,2,2,有,無,9000000,81759,,0,0,,RPPNMLLJLHHGFCF27EA,93.7,16.38,0,無
深坑區,房地(土地+建物),新北市深坑區北深路三段２０６巷８號三樓,28.44,住,,,1110217,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,71.23,3,1,1,有,無,4500000,63176,,0,0,,RPTNMLLJLHHGFCF67EA,71.23,0,0,無
三芝區,房地(土地+建物),新北市三芝區中正路三段３２號八樓,13.07,住,,,1110207,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860423,105.57,3,2,2,有,無,3800000,35995,,0,0,,RPOOMLMJLHHGFEF57EA,70.1,1.6,13.03,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段５６號三樓,19.04,住,,,1110206,土地1建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,160.36,3,2,2,有,有,8200000,51135,坡道平面,24.57,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPLKHHGFEF08EA,80.51,9.78,5.63,有
三重區,房地(土地+建物),新北市三重區重陽路四段７７號七樓,7.51,住,,,1110211,土地3建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850420,65.61,2,1,1,有,有,8800000,134126,,0,0,,RPROMLPLKHHGFGF48EA,60.88,0,0,有
蘆洲區,土地,中原段281地號,108.64,住,,,1110225,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,29000000,266937,,0,0,,RPOOMLLJLHHGFGF67EA,0,0,0,無
三峽區,房地(土地+建物)+車位,新北市三峽區大德路２９８號七樓,16.27,住,,,1110213,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001101,125.32,2,2,2,有,有,15500000,124644,坡道平面,13,1500000,陽台外推；其他增建；,RPSOMLLJLHHGFIF28EA,60.2,6.29,9.89,有
中和區,車位,新北市中和區中山路三段１４６號等,0,,,,1110220,土地0建物1車位1,,,其他,,,,14.57,0,0,0,有,有,1000000,,坡道機械,0,1000000,僅車位交易；,RPVNMLLJLHHGFHF38EA,0,0,0,有
